propertyType,bedrooms,bathrooms,squareFeet,lot_size,oceanProximity,yearBuilt,price,has_garage,has_pool
Apartment,2,1,3081,5602,NEAR BAY,2006,1311159,False,False
Condo,1,2,2262,11050,NEAR OCEAN,2000,1765975,False,False
Villa,1,2,2580,13409,<1H OCEAN,2012,1358311,True,True
Condo,5,1,2304,10969,NEAR BAY,2011,1176246,False,False
Apartment,3,2,1915,10241,NEAR BAY,1963,2277288,False,False
Villa,4,3,1671,12800,<1H OCEAN,1983,2884280,True,False
House,2,1,2021,13874,NEAR BAY,1952,1961859,False,False
Apartment,5,2,1939,2375,<1H OCEAN,1949,2979775,False,False
Townhouse,4,3,2466,2022,NEAR OCEAN,1928,136192,False,False
Townhouse,4,3,3000,4672,NEAR OCEAN,2000,2922842,True,False
Apartment,5,1,2456,14570,INLAND,1918,951898,False,True
Townhouse,4,1,1931,3029,NEAR OCEAN,2003,2533424,True,False
Apartment,3,1,2771,6375,<1H OCEAN,1994,1291074,False,True
House,4,3,3375,12837,NEAR OCEAN,1957,1256949,False,False
Apartment,2,2,1610,2392,NEAR OCEAN,1913,2270302,True,False
Villa,4,3,855,5517,<1H OCEAN,2006,977374,True,False
Villa,1,3,3462,11285,<1H OCEAN,1914,1920718,False,True
Condo,4,1,2333,11689,NEAR OCEAN,1962,2994153,True,False
Townhouse,5,2,1733,8124,NEAR BAY,1900,682926,True,False
Townhouse,1,3,1462,9501,NEAR OCEAN,2015,145175,False,False
Apartment,5,1,2378,10675,<1H OCEAN,1975,409560,False,False
Townhouse,2,1,3147,13049,<1H OCEAN,1963,411397,False,True
Villa,3,2,3823,6923,NEAR BAY,1910,999277,False,False
House,2,2,3477,14114,NEAR BAY,1946,385913,True,False
Apartment,1,1,2671,12415,NEAR OCEAN,1908,1913777,False,False
Townhouse,3,2,2102,10422,NEAR OCEAN,2007,714380,False,True
Villa,4,2,943,2086,INLAND,1996,572024,True,False
Condo,1,3,1028,6484,<1H OCEAN,1953,1193304,False,True
Townhouse,3,2,3313,3643,NEAR OCEAN,2017,2040520,True,False
House,5,1,2984,10910,<1H OCEAN,1926,1293547,True,False
House,3,2,1039,6832,<1H OCEAN,1997,1071826,False,False
Townhouse,5,3,2804,4229,<1H OCEAN,2012,920317,False,False
Townhouse,5,2,3296,4469,NEAR BAY,1900,1861144,True,False
Villa,3,3,2138,8596,<1H OCEAN,1909,1931503,False,False
Townhouse,2,2,950,4248,NEAR OCEAN,1912,2085094,False,False
Condo,2,2,1602,2582,INLAND,1928,2237938,True,False
Villa,5,1,1152,6119,NEAR BAY,2010,2658949,False,False
Apartment,1,1,2774,2872,INLAND,1904,965817,True,False
Condo,3,2,1933,4383,NEAR OCEAN,1974,1784136,True,True
Villa,1,2,1265,10164,NEAR BAY,1952,2422385,False,False
Villa,2,3,1863,5721,INLAND,1990,884409,True,False
House,1,3,3501,11684,NEAR BAY,2021,2171633,False,False
Villa,4,1,2195,9316,<1H OCEAN,1938,652197,True,False
Condo,4,2,2348,14428,NEAR OCEAN,2020,293098,True,False
Townhouse,2,2,2330,8897,NEAR OCEAN,1999,1831709,True,True
Condo,1,3,852,13510,NEAR OCEAN,1951,1193199,True,False
Apartment,3,2,3951,3094,<1H OCEAN,1990,2621433,True,True
Villa,2,2,2568,6007,<1H OCEAN,2006,1363014,True,False
Villa,4,2,3198,6487,<1H OCEAN,2002,2527952,True,False
Villa,2,3,2374,4295,NEAR OCEAN,1945,630513,True,False
Villa,1,3,3586,11320,<1H OCEAN,1988,2971779,True,False
House,1,3,3187,7171,NEAR OCEAN,1938,953849,True,False
House,1,2,1944,4305,NEAR BAY,1987,1063808,True,False
Townhouse,5,3,2912,7604,NEAR BAY,1941,818080,True,False
Villa,1,1,2263,10597,<1H OCEAN,1947,2968954,True,False
Apartment,4,1,1095,3654,<1H OCEAN,1930,1018820,True,False
Townhouse,4,3,3789,6981,<1H OCEAN,1970,2574197,False,False
Villa,5,3,3052,13267,NEAR BAY,1988,1342622,True,False
House,4,2,1446,11779,<1H OCEAN,1985,1952876,False,False
Apartment,4,3,2380,8510,NEAR BAY,1974,2358650,True,False
Townhouse,2,3,2982,12246,INLAND,1924,1411522,True,False
Apartment,1,1,3225,14288,<1H OCEAN,1982,154216,True,False
Villa,2,1,3923,14626,INLAND,1903,411379,False,False
Condo,2,1,3715,13961,NEAR OCEAN,1988,569165,True,False
Apartment,4,1,3427,5773,NEAR OCEAN,1997,1910082,False,False
Apartment,3,3,3864,6445,NEAR BAY,1927,518271,True,False
House,1,1,1509,8769,NEAR BAY,1979,2696373,False,False
Villa,3,2,866,9873,NEAR BAY,1901,2059324,True,False
Apartment,4,2,2850,4102,INLAND,1925,1727321,True,False
Villa,5,3,2393,5852,NEAR OCEAN,1971,1630014,False,False
House,2,2,2711,10987,NEAR BAY,1942,1576368,False,False
Villa,4,1,1309,13138,NEAR BAY,1989,2341082,True,False
House,4,1,2691,12511,<1H OCEAN,1937,2578499,True,False
House,3,2,2261,4904,INLAND,1920,1552632,False,False
Townhouse,5,3,3624,3453,INLAND,1949,2198641,True,False
Villa,2,1,2773,11070,NEAR OCEAN,1916,2466266,False,True
Condo,5,1,2799,14664,NEAR OCEAN,1929,2185711,False,False
Townhouse,5,2,2770,10578,NEAR BAY,2014,572193,True,True
House,5,3,2351,13873,INLAND,1942,566521,True,True
Condo,1,3,901,4434,NEAR OCEAN,1937,708225,False,False
Apartment,5,2,2260,11372,INLAND,1958,2996139,False,False
Apartment,4,1,3646,6519,NEAR BAY,1958,373015,False,False
Townhouse,1,2,1533,2786,NEAR BAY,1943,2298273,True,False
Condo,1,2,3892,8803,NEAR BAY,1975,2982063,False,False
Villa,5,2,3234,14564,NEAR BAY,1930,1013059,True,False
Condo,4,1,1332,5219,INLAND,2007,1221914,False,False
Townhouse,2,1,891,12030,NEAR BAY,1936,557392,True,False
Villa,5,2,2619,9258,INLAND,2001,1940931,True,False
Villa,1,3,1956,8699,<1H OCEAN,1946,2665736,True,True
Apartment,2,2,1638,3773,NEAR BAY,2022,2077444,False,False
Condo,2,1,1304,13377,<1H OCEAN,1970,2595070,True,True
Villa,1,3,2276,4042,NEAR OCEAN,1970,2487048,True,False
Townhouse,2,3,1640,11816,NEAR BAY,1934,2389281,True,False
Apartment,4,1,1486,9169,INLAND,1990,1885570,False,True
Villa,4,1,3572,13764,NEAR OCEAN,1925,1059083,True,True
Condo,5,2,2995,9608,NEAR BAY,1955,507768,False,True
Apartment,5,1,1733,11440,<1H OCEAN,2003,2544753,True,False
Condo,2,3,2055,6242,NEAR OCEAN,1942,586824,False,True
Condo,1,2,1683,3625,INLAND,1918,1357708,True,False
Condo,4,2,1113,3471,INLAND,1921,476618,False,True
Apartment,3,3,3504,7549,<1H OCEAN,1956,409836,False,False
Villa,5,1,3145,13944,INLAND,1964,1524263,False,False
House,4,2,1022,3346,NEAR BAY,2022,2216980,False,True
Villa,2,3,3200,11306,NEAR OCEAN,1933,1036589,False,False
Apartment,4,3,1215,2013,NEAR BAY,1949,925932,False,False
House,4,3,2909,11363,INLAND,1931,1834665,False,False
House,2,1,3455,3826,<1H OCEAN,1952,1475696,True,False
House,5,1,1423,13734,NEAR BAY,1992,2721340,True,False
Townhouse,5,1,3223,10600,INLAND,1985,1511051,True,False
Apartment,3,1,3446,14671,<1H OCEAN,1950,1753249,False,False
Townhouse,3,3,1204,7507,NEAR BAY,1919,1336480,True,False
House,5,2,3776,6152,INLAND,1957,2005198,False,False
Townhouse,5,3,2078,4561,<1H OCEAN,1991,2855674,False,False
Townhouse,5,2,1189,13841,<1H OCEAN,1944,1896369,True,False
Apartment,5,2,2448,12584,NEAR BAY,1949,1704984,True,False
Condo,4,2,1565,3902,NEAR BAY,2014,1334632,True,False
Townhouse,3,1,1147,13350,INLAND,1991,1073336,True,False
Townhouse,2,3,2145,10596,NEAR OCEAN,1907,2380661,False,False
House,1,2,3935,14532,NEAR BAY,2010,1317484,True,False
House,2,3,3805,9916,NEAR BAY,1920,1002762,False,False
House,1,1,3364,7720,<1H OCEAN,1917,1730364,False,False
Villa,4,2,2719,2858,INLAND,2005,661010,False,False
Townhouse,3,1,1129,12189,NEAR OCEAN,1914,125045,False,True
House,1,1,2768,2208,NEAR OCEAN,1909,259311,True,False
Apartment,5,3,1773,4190,NEAR BAY,1990,158874,False,False
Villa,4,2,2939,10109,NEAR OCEAN,1962,885042,False,False
Condo,1,1,2045,9794,NEAR OCEAN,1981,1341799,True,False
Townhouse,5,3,3037,3822,<1H OCEAN,1919,1014123,False,False
Townhouse,4,2,3419,9741,<1H OCEAN,2020,1852948,False,False
Apartment,1,2,1004,2545,<1H OCEAN,1961,152929,True,False
Condo,5,1,3059,10995,NEAR BAY,2001,789476,False,False
Condo,3,1,3617,3127,NEAR OCEAN,1996,658797,True,False
Villa,4,1,888,8476,<1H OCEAN,2009,964463,True,False
Townhouse,1,1,3802,6092,INLAND,2022,1941906,True,False
House,5,2,1162,2246,NEAR OCEAN,1951,658177,False,False
Apartment,3,1,1131,12769,INLAND,1929,1378697,True,False
Apartment,5,1,3768,10656,NEAR OCEAN,1902,1088871,False,False
Apartment,3,1,1507,8444,INLAND,1900,1983755,False,False
Apartment,1,2,3691,2619,INLAND,2017,2842040,False,False
House,5,3,2278,3958,NEAR BAY,1909,1411858,True,False
House,5,3,3542,13227,INLAND,1948,1544284,False,False
Villa,2,2,1221,8681,<1H OCEAN,1964,1776809,False,False
Townhouse,4,3,1562,12607,<1H OCEAN,2011,2409670,False,False
House,5,2,3583,11421,NEAR OCEAN,2018,480294,True,False
Villa,3,1,1994,10548,<1H OCEAN,1932,1360913,False,False
Condo,4,3,3557,4378,NEAR BAY,2022,340160,True,True
Townhouse,1,2,1048,5351,<1H OCEAN,1992,1704962,True,False
House,4,2,3028,2884,NEAR BAY,1934,388871,False,False
Condo,2,1,1282,8585,<1H OCEAN,1936,1398136,False,False
Villa,1,2,2207,14788,NEAR BAY,1950,1967414,False,False
House,5,3,3636,11950,NEAR OCEAN,1994,1364171,True,False
House,1,1,3095,13112,NEAR OCEAN,1953,730720,False,False
Condo,1,2,1118,11649,<1H OCEAN,1962,811587,False,False
House,2,1,3811,8343,NEAR OCEAN,1945,182365,False,False
Apartment,3,2,1499,2550,NEAR OCEAN,1945,1098609,False,False
House,1,3,1330,10391,NEAR OCEAN,2020,2064272,True,False
Townhouse,3,3,1936,11582,<1H OCEAN,1949,387913,True,False
Condo,4,1,2747,5742,NEAR BAY,1906,2479108,False,False
Townhouse,2,2,3410,14626,<1H OCEAN,1983,2806372,True,True
Villa,5,1,2167,3443,INLAND,1960,967763,True,False
Townhouse,1,1,922,6774,NEAR BAY,2006,219936,True,True
Apartment,3,3,1549,10468,INLAND,1985,589869,True,False
Apartment,1,1,1118,2053,INLAND,2005,2928989,False,False
Townhouse,2,2,2397,2163,NEAR OCEAN,1911,2901750,False,False
Villa,5,3,1385,8798,NEAR BAY,1973,1565577,False,False
House,4,2,3092,12315,NEAR BAY,1937,1180222,False,False
Apartment,4,1,1343,4789,INLAND,1994,819224,True,False
Townhouse,3,3,2280,6517,INLAND,2003,394291,True,True
Townhouse,4,2,3000,14864,NEAR OCEAN,1938,1322046,True,False
Townhouse,3,2,3503,11445,NEAR OCEAN,2008,260520,True,False
House,5,1,814,11521,<1H OCEAN,1920,2510762,False,False
Condo,1,2,2266,11177,NEAR BAY,1922,1366693,True,False
Villa,2,1,1044,13380,INLAND,1994,770778,True,False
Condo,5,1,3638,7359,<1H OCEAN,1943,447006,False,False
Villa,5,1,3414,7652,NEAR OCEAN,1943,454677,True,False
Villa,4,1,3401,3080,INLAND,1993,911051,True,False
Townhouse,4,3,1698,10850,NEAR BAY,1985,1705954,True,False
Apartment,2,2,2278,7148,INLAND,2008,1537733,False,False
Townhouse,1,2,2182,4265,INLAND,1920,1546124,True,False
House,5,3,851,6641,<1H OCEAN,2004,1147140,False,True
Villa,4,1,2858,12226,INLAND,1983,276808,True,False
Apartment,5,1,1622,2848,<1H OCEAN,1991,912303,False,False
Villa,1,1,2423,10657,<1H OCEAN,2002,1770437,True,True
Villa,3,1,3074,6661,NEAR OCEAN,1960,2457310,False,False
Townhouse,1,3,2961,9711,INLAND,1979,2534274,False,False
Apartment,5,2,1403,6599,<1H OCEAN,2018,2627577,True,False
Apartment,5,1,3958,7661,INLAND,1982,1632643,False,False
Villa,2,1,1392,11566,NEAR BAY,1923,400884,True,False
Apartment,5,1,2073,8111,INLAND,2020,290435,False,False
Apartment,4,2,2073,14828,NEAR OCEAN,2006,1858472,False,False
Townhouse,2,2,3784,7515,<1H OCEAN,1930,1935418,True,False
Condo,5,3,3057,11998,<1H OCEAN,1904,788542,True,False
House,1,2,3798,12318,NEAR BAY,1980,1463086,False,False
Condo,5,2,1804,10610,NEAR OCEAN,1964,1504127,True,False
Apartment,1,1,3458,3459,<1H OCEAN,1936,568744,False,False
Villa,1,2,2371,6532,NEAR BAY,1993,1133003,False,False
House,5,1,3928,8029,<1H OCEAN,1931,2802779,True,False
House,1,3,3934,8289,<1H OCEAN,1995,522950,True,False
Villa,3,1,3185,4213,NEAR OCEAN,1965,1198418,False,True
House,2,3,2611,2597,NEAR BAY,1933,410823,True,False
Villa,5,2,1524,11381,<1H OCEAN,2007,1989013,False,False
House,3,3,1614,14098,INLAND,1928,721630,False,False
Condo,1,1,1331,14237,NEAR BAY,2017,2168895,False,False
House,1,2,1558,7528,NEAR OCEAN,1904,1788837,True,False
Townhouse,2,2,805,10637,NEAR OCEAN,1929,1771282,False,False
Villa,3,1,1384,6749,NEAR OCEAN,2006,645077,False,False
House,3,2,1418,2046,<1H OCEAN,1944,1471698,False,False
Villa,5,1,2334,14120,NEAR OCEAN,1917,1368852,False,False
Townhouse,1,3,1596,11704,NEAR BAY,1977,2642689,True,False
House,4,3,2284,9890,<1H OCEAN,1936,252737,False,False
House,5,2,1155,3286,INLAND,1910,1069552,True,False
Townhouse,5,1,3066,4701,NEAR OCEAN,1903,2368379,False,True
Townhouse,5,1,3214,12140,NEAR OCEAN,1985,1142801,True,True
Townhouse,2,3,1688,2942,NEAR OCEAN,2012,2717916,False,True
Villa,2,1,1360,12893,INLAND,1945,408437,True,True
Townhouse,5,2,1163,4290,<1H OCEAN,1902,2185765,True,True
Villa,4,2,2213,13917,NEAR OCEAN,1952,2386257,True,False
Condo,3,3,2118,2903,INLAND,1923,2828991,False,False
House,3,1,3352,7452,<1H OCEAN,1997,2297906,False,True
House,1,2,2111,4659,NEAR BAY,1907,2849487,False,True
Apartment,3,2,3024,3131,NEAR OCEAN,1987,2010380,True,False
Condo,3,2,2122,4368,<1H OCEAN,1979,1712048,True,False
Townhouse,4,1,2443,8948,NEAR OCEAN,1905,2642729,False,False
Townhouse,3,3,2107,14761,INLAND,1984,1605998,False,False
Condo,4,3,3660,12947,<1H OCEAN,1995,826065,False,True
Townhouse,2,2,3424,5544,INLAND,2002,517126,False,False
Apartment,4,3,3665,10658,NEAR OCEAN,1985,2852037,True,False
Villa,2,2,1877,6057,NEAR BAY,2010,2742543,False,False
House,4,2,3666,6850,INLAND,1972,825972,True,False
Condo,5,1,2634,6034,<1H OCEAN,1917,363847,False,False
House,2,2,2143,3135,<1H OCEAN,1975,417058,False,True
Villa,2,2,3326,11670,NEAR OCEAN,1905,582013,True,False
Condo,3,1,1521,6383,<1H OCEAN,1990,685038,True,True
Villa,2,1,2044,7572,NEAR OCEAN,2007,399354,False,False
Townhouse,4,3,2505,10532,INLAND,1938,2798270,False,False
Townhouse,5,1,2757,2659,NEAR BAY,2010,1100207,True,True
Townhouse,5,2,2166,2185,INLAND,1900,174916,True,True
Villa,3,1,2145,4076,INLAND,1914,986186,False,False
Villa,4,1,1380,3431,NEAR OCEAN,1913,592872,False,False
Villa,4,3,1545,2746,NEAR BAY,2020,1374952,False,False
House,1,1,1838,5834,INLAND,1976,1481275,True,False
Villa,2,2,2303,10724,NEAR OCEAN,2019,1347547,False,True
Townhouse,3,2,1677,9056,INLAND,1984,2402783,True,False
Apartment,5,2,933,9259,INLAND,1945,1972549,True,False
Villa,1,1,1517,4975,<1H OCEAN,2010,1533792,True,False
Apartment,4,1,1847,8315,INLAND,2016,153341,True,False
Townhouse,2,2,3224,6209,NEAR BAY,1940,1292952,False,False
Villa,5,1,3499,11313,INLAND,2013,2809459,True,False
House,1,3,2262,9422,NEAR OCEAN,1905,2473420,True,False
House,4,3,2147,5093,<1H OCEAN,1919,874470,False,False
Apartment,5,3,1945,11336,NEAR OCEAN,1967,2795937,True,False
House,5,3,2164,10402,NEAR BAY,1939,1871915,False,False
House,4,2,2031,5773,INLAND,1918,476675,False,False
House,4,1,2801,4863,INLAND,2006,1715849,True,False
Townhouse,3,3,965,9815,<1H OCEAN,2003,231941,False,False
House,5,2,3912,4433,INLAND,1973,1701016,True,False
Condo,4,3,2379,9451,NEAR OCEAN,1968,410675,True,True
Villa,1,1,1898,3923,NEAR OCEAN,1901,1663101,False,False
House,2,3,2303,13316,<1H OCEAN,1994,2809418,False,True
House,3,3,3119,12083,INLAND,1943,2757567,True,True
House,4,3,2817,2640,<1H OCEAN,1952,1445241,False,True
Condo,2,3,3837,11806,NEAR BAY,1983,400033,True,True
House,3,1,3013,3484,INLAND,2020,1064328,True,True
House,5,2,1561,7854,INLAND,1905,1243519,True,True
Villa,2,3,1909,5792,INLAND,1942,1620247,False,False
Condo,3,2,1448,3925,NEAR BAY,1918,190671,True,False
Condo,4,1,3692,12071,NEAR BAY,1917,1129326,True,False
House,4,1,1350,13190,NEAR BAY,1929,221477,True,True
Condo,3,3,1398,3331,NEAR OCEAN,1970,2390575,False,False
Apartment,5,2,3002,7452,<1H OCEAN,1916,2725418,True,False
Condo,3,3,2399,12452,NEAR OCEAN,2016,1726732,True,False
Condo,1,1,1216,8333,NEAR BAY,1952,1544141,False,False
Condo,3,3,2539,9157,NEAR OCEAN,1967,1042136,False,False
Townhouse,3,3,2914,14471,NEAR OCEAN,1963,1122214,True,True
Townhouse,4,2,3364,4140,<1H OCEAN,1902,1377747,False,True
Townhouse,5,1,1882,9575,NEAR BAY,1924,1756243,False,True
Condo,3,3,1806,3643,NEAR OCEAN,1929,2507453,False,False
Apartment,2,3,1387,8859,NEAR OCEAN,1935,2082613,True,False
Condo,4,3,1571,7097,INLAND,1977,1786532,True,False
House,4,2,3607,7902,INLAND,1940,677429,True,False
Apartment,3,1,3887,10190,NEAR BAY,1922,299015,True,False
Townhouse,2,3,2712,12484,NEAR OCEAN,2020,1909539,True,False
Villa,3,3,3023,5710,NEAR BAY,1949,233802,False,True
Apartment,2,3,1121,11987,<1H OCEAN,2013,1877516,True,False
Townhouse,4,1,2284,11869,NEAR BAY,1915,928795,True,False
Apartment,2,2,2983,4752,NEAR BAY,1991,2339721,False,False
Apartment,3,2,3275,11595,NEAR OCEAN,1975,401753,True,False
Condo,1,3,2617,8193,<1H OCEAN,1971,972905,False,True
House,1,3,2821,10430,NEAR BAY,1929,2793349,False,True
Villa,2,2,1730,9402,INLAND,1959,2295691,False,True
Townhouse,3,2,3758,2318,<1H OCEAN,2004,2095007,False,False
Apartment,5,2,1479,10753,NEAR OCEAN,1960,2537056,True,False
Villa,1,3,3169,7212,INLAND,2013,812984,False,False
Apartment,4,3,2159,12999,<1H OCEAN,2001,2427569,True,False
House,3,2,1580,12569,NEAR OCEAN,2009,104642,True,False
Villa,3,2,2336,5413,NEAR OCEAN,1905,2660835,True,False
Townhouse,1,1,970,8385,<1H OCEAN,1938,1165215,False,False
Apartment,5,3,1723,14896,<1H OCEAN,1904,1637875,False,False
House,4,1,928,14230,<1H OCEAN,1902,1733291,False,False
Villa,5,2,3527,4659,NEAR OCEAN,1973,2752765,False,False
Apartment,4,3,2241,3507,INLAND,1929,2493960,False,False
Apartment,1,3,1196,9089,INLAND,1979,2792245,False,False
Townhouse,3,1,2908,6961,NEAR OCEAN,1910,1777731,False,False
House,4,1,3988,4020,<1H OCEAN,1902,2289208,False,False
Condo,3,1,2657,2154,NEAR OCEAN,1914,2539590,False,True
Apartment,2,1,2458,10733,NEAR OCEAN,1943,2778330,False,False
Villa,2,3,2595,14447,NEAR OCEAN,1953,2237035,False,False
Townhouse,1,2,3320,9378,NEAR OCEAN,1900,1763409,True,False
Townhouse,1,2,3585,9892,INLAND,1912,1582812,False,False
Apartment,1,2,1196,3604,<1H OCEAN,1962,1204032,True,False
Apartment,2,1,1603,11876,NEAR OCEAN,2011,2768934,False,False
Apartment,4,2,3804,4536,NEAR OCEAN,1955,1880882,False,False
Condo,5,1,1454,11471,<1H OCEAN,1938,1643127,False,True
Apartment,1,1,3449,14343,<1H OCEAN,1938,2481956,False,False
House,5,2,2676,4899,NEAR OCEAN,2001,2771837,True,False
Villa,5,2,1067,7861,NEAR OCEAN,1966,1108242,False,False
Apartment,2,2,2923,7278,<1H OCEAN,1929,1779110,True,False
Condo,4,3,1892,2868,<1H OCEAN,2007,2552883,False,False
Villa,2,1,2268,5013,INLAND,1940,2803022,False,True
Townhouse,1,3,2121,13358,NEAR OCEAN,1989,2353520,False,False
Apartment,2,2,2297,5310,NEAR BAY,1910,195988,False,False
Villa,2,3,1697,2682,<1H OCEAN,1969,854785,True,False
Townhouse,2,3,3879,12455,<1H OCEAN,1975,2449190,True,False
Condo,1,2,2554,3461,INLAND,1979,578929,True,True
House,1,2,2308,5829,INLAND,2017,2776701,False,False
Apartment,2,1,1621,2145,NEAR BAY,1985,1487347,False,False
House,2,1,2935,3974,<1H OCEAN,1921,2351327,True,True
Condo,5,3,1964,7627,NEAR OCEAN,1937,701409,False,True
Villa,4,2,2364,3820,NEAR OCEAN,1911,2419110,False,False
Villa,5,1,3372,8267,NEAR OCEAN,1935,1513210,False,False
Condo,4,1,1625,9868,INLAND,1949,2176430,True,True
Condo,4,3,1374,8962,NEAR BAY,1916,1796082,False,False
Apartment,2,3,2166,8475,NEAR BAY,2003,416449,True,False
Townhouse,5,3,1486,10796,NEAR BAY,1931,329185,True,False
House,4,2,1774,8332,<1H OCEAN,1944,1803835,False,False
House,4,1,1305,3606,<1H OCEAN,1936,933217,False,True
Villa,1,1,2570,6239,NEAR BAY,1966,761770,True,False
Villa,4,1,873,13391,NEAR BAY,1924,866149,True,False
Apartment,2,3,1605,3547,NEAR BAY,1982,1257047,True,False
Condo,3,2,1380,8973,INLAND,2000,1590326,False,False
House,1,3,3940,4772,NEAR BAY,2013,384141,False,False
Apartment,3,3,1022,3987,NEAR OCEAN,2001,2170025,False,False
Villa,2,2,1696,11577,<1H OCEAN,2004,2094208,False,False
Villa,3,2,3233,13835,NEAR OCEAN,1948,2131314,True,False
House,4,3,2969,4896,<1H OCEAN,1942,1049450,False,False
Villa,3,2,2598,12011,INLAND,2010,2429019,True,True
Villa,5,3,1532,8975,INLAND,1918,1734167,False,False
Townhouse,2,1,2264,12846,NEAR OCEAN,1979,549132,True,False
Condo,5,2,1622,10174,INLAND,1925,2504363,True,False
Villa,3,1,1256,12311,<1H OCEAN,1996,901912,False,False
Townhouse,5,2,3011,14909,INLAND,1914,2242994,True,False
Apartment,1,3,2939,11137,NEAR OCEAN,1952,2961383,True,False
Villa,3,3,3183,11497,INLAND,2000,298891,False,True
Apartment,5,3,1385,12093,NEAR BAY,1919,405700,False,False
Villa,4,3,3782,8582,<1H OCEAN,1904,319435,False,False
House,3,3,1113,13887,INLAND,1963,338762,False,False
Townhouse,1,3,3449,10350,<1H OCEAN,1947,1038180,True,False
Townhouse,4,2,2689,13986,NEAR OCEAN,1939,745959,True,True
House,3,2,1793,8013,NEAR BAY,1923,222131,True,False
Condo,4,1,3757,13514,<1H OCEAN,1969,2368514,True,False
Townhouse,3,2,2289,3350,NEAR BAY,1911,2318308,False,False
Apartment,3,2,2464,14912,NEAR BAY,1903,2748843,True,False
Townhouse,2,1,3408,9684,NEAR BAY,2011,1780782,False,True
Condo,5,1,3332,9057,INLAND,1942,1826914,False,True
Apartment,3,3,1455,14625,INLAND,1976,883958,False,False
Apartment,1,1,3474,11846,NEAR OCEAN,1951,2569438,True,False
House,5,1,2913,9985,INLAND,2010,711188,False,True
Villa,2,2,2680,7875,NEAR OCEAN,1920,2077251,True,False
House,5,3,1000,9280,NEAR OCEAN,1968,1534630,True,False
Villa,5,1,3315,5030,NEAR BAY,1912,1393639,False,False
House,3,3,1233,2675,<1H OCEAN,1901,1750906,True,False
Villa,1,3,937,2368,INLAND,2007,1469008,False,False
Townhouse,3,1,3863,8770,<1H OCEAN,1905,2644277,True,False
Apartment,1,1,1875,13367,NEAR OCEAN,1992,1190090,False,False
Villa,1,1,2548,11395,NEAR OCEAN,1922,729030,True,False
Townhouse,4,1,2275,5360,NEAR OCEAN,1998,729450,False,False
Condo,3,3,1981,3471,NEAR BAY,1973,1238858,True,False
House,2,2,3649,7351,<1H OCEAN,1983,2999604,True,False
Condo,5,3,1661,3348,NEAR BAY,1988,1151764,True,False
Townhouse,4,3,2029,13615,<1H OCEAN,1935,1342971,False,False
Condo,2,3,2139,5016,NEAR BAY,1909,1553733,False,False
Condo,3,1,935,2669,NEAR OCEAN,1926,1137690,True,False
Townhouse,1,1,3946,7727,INLAND,1906,1761206,True,False
Apartment,3,2,1248,3254,NEAR BAY,1949,1247090,True,False
Villa,3,2,868,14611,NEAR BAY,1920,2659311,True,False
House,4,2,3800,4008,INLAND,1985,2938322,True,False
Villa,2,3,1612,2826,INLAND,1945,760246,False,False
House,4,2,1814,4311,NEAR BAY,1981,1640038,True,False
Villa,2,3,1990,10641,NEAR OCEAN,1900,2503575,True,False
Condo,4,1,2540,10740,NEAR OCEAN,1988,2570957,False,False
Apartment,5,3,2819,3634,INLAND,1954,2440600,False,False
Condo,1,1,3992,9908,NEAR BAY,2019,782077,False,False
Apartment,1,1,2764,5669,<1H OCEAN,1952,2974172,True,False
Townhouse,1,2,896,12304,INLAND,1920,708655,True,True
House,5,1,1176,11830,<1H OCEAN,2012,293905,False,False
House,5,2,2314,6719,INLAND,1993,2779199,False,False
Townhouse,1,2,2747,6448,NEAR BAY,1931,1453147,True,False
Villa,1,2,1876,3007,NEAR OCEAN,1998,2985012,True,False
Townhouse,2,3,808,14423,INLAND,2010,2570141,False,False
Townhouse,2,2,3852,13577,<1H OCEAN,1913,225379,False,False
Apartment,3,2,3178,3010,NEAR BAY,1938,207014,False,False
Townhouse,4,1,1050,12965,NEAR BAY,1941,1328762,False,False
House,2,3,1159,9664,NEAR BAY,1924,960906,False,True
Condo,2,2,3196,4800,<1H OCEAN,1928,479205,False,False
Apartment,2,2,923,10501,INLAND,2003,2174923,False,True
Apartment,2,2,1433,9727,NEAR OCEAN,1931,1399595,False,False
Villa,5,1,998,9528,NEAR OCEAN,1910,2446445,False,False
Condo,3,1,1628,10347,<1H OCEAN,1927,1143105,True,True
Apartment,2,1,2234,11828,NEAR OCEAN,1968,2546928,True,True
Townhouse,4,2,1717,7057,INLAND,1998,752583,False,True
Apartment,2,2,1918,6461,<1H OCEAN,1924,140915,False,False
Apartment,5,2,2877,5152,<1H OCEAN,1951,2285857,True,False
Apartment,1,2,1915,9807,INLAND,1940,2181468,False,True
Villa,1,2,1395,9838,NEAR BAY,1950,2418868,False,False
Apartment,3,1,3886,5130,INLAND,1906,2029867,False,False
Apartment,1,2,3502,11452,INLAND,1932,2390173,False,False
Villa,2,3,3668,14625,NEAR OCEAN,1941,1549932,False,True
Condo,5,2,3307,6567,NEAR OCEAN,1990,2866272,False,False
House,3,1,2544,7534,NEAR OCEAN,2007,470129,False,False
Villa,2,2,822,14576,NEAR BAY,2010,212862,True,False
Villa,1,3,1125,6469,INLAND,1984,2712363,False,False
Apartment,4,2,1676,5380,NEAR OCEAN,1956,2420691,False,False
Apartment,2,3,3958,3630,NEAR BAY,1990,2272632,False,True
